UPI_Age_Days,Transaction_Amount,Transaction_Time,Transactions_Last_24Hrs,Failed_Transactions,New_Recipient,Device_Changed,Location_Changed,Multiple_UPI_Apps,Linked_Bank_Count,Fraud_Reported,Account_Verified,Fraud
137,37874,10,44,10,0,0,0,0,3,0,0,0
3008,1061,19,4,13,1,0,0,0,2,0,1,1
2401,21563,11,13,14,0,0,0,0,1,0,0,1
3383,41883,1,23,6,1,0,0,1,3,0,0,0
3548,71,14,33,15,0,0,0,0,1,0,1,1
94,201,19,42,8,0,0,0,0,5,0,0,1
2461,14323,21,25,2,1,0,0,0,3,0,1,1
2655,21429,15,10,0,1,0,0,0,5,0,1,1
2407,18142,16,38,6,1,0,1,1,5,0,1,0
3203,18346,19,2,7,0,0,0,0,4,0,1,1
537,10327,17,48,6,1,0,0,1,2,0,1,1
790,8900,1,47,5,0,0,0,0,4,0,1,1
1672,178,15,5,10,0,0,0,0,5,0,1,1
1262,12913,17,28,4,0,0,0,0,3,0,0,1
2996,39506,15,19,7,1,0,0,0,2,0,1,1
2767,28336,3,37,12,0,0,0,0,3,0,1,1
3079,35347,13,4,13,0,0,0,0,4,0,1,1
715,21101,15,16,2,0,0,0,0,3,0,1,1
1141,31037,14,0,5,0,1,0,0,3,0,1,1
248,11550,15,46,13,0,0,0,0,5,0,1,1
3411,15859,6,18,14,0,0,0,0,4,0,0,1
870,28782,8,18,9,1,0,1,0,1,0,1,1
957,14418,18,22,6,0,0,0,0,5,0,1,1
1109,45969,0,29,9,0,0,0,0,4,0,1,1
2605,32303,2,35,7,1,0,0,0,3,0,0,0
1068,17354,2,37,13,0,1,0,1,5,0,1,0
3307,29259,22,26,0,1,0,0,0,3,0,1,1
1057,27750,5,6,12,0,0,1,0,1,0,1,1
2300,30930,15,26,8,0,0,0,0,2,0,1,1
2196,31850,12,23,1,0,0,0,0,2,0,1,1
1443,22717,18,39,14,0,0,0,0,3,0,1,1
623,12071,23,23,5,0,0,1,0,3,0,1,1
3272,13268,1,45,15,0,0,0,0,1,0,1,1
2121,46629,17,23,14,0,0,0,1,3,0,1,1
1700,39755,16,50,5,0,0,0,0,4,0,1,1
807,48808,7,34,4,1,0,0,0,5,0,1,1
1244,19711,14,12,7,0,0,0,0,5,0,1,1
2997,5223,2,5,14,0,0,0,0,1,0,0,1
733,41737,8,0,13,1,1,0,0,4,0,1,1
956,24603,14,45,13,0,0,0,0,3,0,1,1
575,30397,22,42,8,0,1,0,1,2,0,1,0
3053,25599,12,14,5,0,0,0,0,1,0,1,1
2612,32280,18,26,11,1,0,0,0,3,1,1,0
2571,394,16,10,12,1,0,0,0,1,0,1,1
3106,19143,15,22,0,0,0,0,1,4,0,1,1
377,40556,5,42,6,0,0,0,0,4,0,1,1
2630,33244,17,24,9,1,0,1,0,1,0,1,0
3510,15320,0,5,3,1,1,0,0,3,0,1,1
744,42642,0,50,14,1,0,1,0,1,0,1,0
2607,20933,12,25,3,1,0,0,0,4,1,1,0
2421,9180,18,0,13,0,0,0,0,1,0,1,1
3290,47615,1,47,4,1,0,1,1,2,0,1,0
3498,11480,11,32,9,0,0,1,0,3,0,0,0
752,23085,13,49,2,0,0,0,0,2,0,1,1
1500,8919,11,29,2,0,0,0,0,2,0,1,1
1556,36988,22,13,5,0,0,0,1,3,0,1,1
1591,37872,1,44,10,0,0,0,1,3,0,0,0
2064,16535,1,5,9,0,1,0,0,1,0,1,1
1576,14403,19,48,5,0,0,0,0,2,0,1,1
329,46512,9,31,11,0,0,0,1,3,0,1,1
3080,8880,14,3,0,0,0,0,1,5,0,1,1
2067,33302,7,27,10,1,0,0,0,2,0,1,1
2522,14511,0,48,2,1,0,0,0,5,0,1,1
463,45448,1,7,3,0,0,0,1,2,0,1,1
1854,16281,12,38,2,0,0,0,0,2,0,1,1
339,10404,5,43,5,0,0,0,1,1,0,1,1
233,6168,17,39,1,1,0,0,0,3,0,1,1
3008,2553,0,44,2,0,0,0,0,4,0,0,1
1809,23571,16,31,7,0,0,0,0,3,0,1,1
107,44673,12,5,9,0,1,0,0,4,0,1,1
2692,9403,20,24,8,0,0,0,0,1,0,1,1
1235,11370,7,29,12,1,0,0,0,2,0,1,1
2591,10534,6,42,4,1,0,0,0,2,0,1,1
891,33691,10,44,12,0,0,1,1,4,0,1,0
523,11255,11,39,13,1,1,0,0,1,0,1,1
3284,39040,4,30,5,0,0,0,0,2,0,1,1
519,3669,8,10,13,0,0,0,0,1,0,1,1
2947,38351,5,42,3,0,0,0,1,1,0,1,1
3391,25085,18,6,13,1,0,0,0,1,0,1,1
3560,43626,4,9,5,0,0,1,0,5,0,1,1
1284,36346,10,23,14,0,0,1,0,4,0,0,0
3554,27157,16,40,9,0,0,0,0,1,0,1,1
282,20518,14,33,12,0,0,0,0,5,1,1,0
1567,41259,20,18,4,0,1,0,0,1,0,1,1
1202,8500,16,13,5,0,0,0,1,5,0,0,1
1729,20394,1,50,1,1,0,0,0,2,0,1,1
3282,31769,0,43,10,1,0,0,0,2,0,0,0
70,22559,13,5,11,1,0,0,0,2,0,1,1
2470,46734,14,25,10,0,0,0,0,3,0,1,1
201,45652,8,32,12,1,1,0,0,1,0,1,0
1875,970,20,33,5,0,0,0,0,2,0,1,1
2793,5335,3,28,5,1,0,0,0,1,0,1,1
3457,17871,5,27,15,0,0,0,1,3,0,1,1
3408,42546,18,43,9,1,0,1,0,1,0,0,0
671,48316,21,24,4,0,1,0,1,3,0,1,1
1601,36035,20,40,13,0,0,0,0,5,0,1,1
2286,41685,9,21,7,0,0,0,0,4,0,1,1
1832,47634,6,39,13,0,0,0,0,2,0,1,1
506,25637,11,22,5,0,0,1,0,3,0,1,1
2245,32904,17,28,1,1,1,0,0,5,0,1,1
1536,39813,0,2,9,0,0,0,0,3,0,1,1
2726,14101,15,19,15,1,0,1,0,3,0,1,1
2345,46983,3,46,4,0,0,0,0,1,0,1,1
3644,23282,22,41,8,0,1,0,0,4,0,1,0
183,19320,12,16,12,0,0,0,0,3,0,1,1
9,17576,1,1,5,0,0,0,1,4,0,1,1
1761,16148,15,8,6,0,0,0,0,4,0,1,1
628,11663,17,36,8,1,1,0,0,5,0,1,1
2531,12202,20,9,3,0,0,0,0,4,0,1,1
1668,37785,4,21,4,0,0,1,0,2,0,1,1
2342,3608,13,27,10,0,0,0,0,4,0,1,1
1525,20636,17,9,1,0,0,0,0,2,0,1,1
3506,6637,4,31,7,0,0,0,1,4,1,0,0
850,19536,23,47,5,1,0,1,0,2,0,1,1
1865,39728,11,36,11,1,0,0,1,4,0,1,0
1922,24790,3,18,7,0,0,0,0,4,0,1,1
3417,22435,8,12,2,0,0,0,0,1,0,1,1
532,41319,18,12,4,0,0,1,0,1,0,1,1
679,15729,9,42,12,0,0,0,0,3,0,0,1
2771,6140,8,4,6,0,1,0,0,4,0,1,1
196,13060,4,49,7,1,0,1,0,4,0,1,0
2305,31166,2,32,10,0,1,0,1,4,0,1,0
1918,42001,22,46,3,0,0,1,0,3,0,1,1
594,20759,0,38,2,1,1,1,1,5,0,1,0
1136,3305,11,49,15,0,0,0,0,3,1,1,1
2725,46736,9,15,12,0,0,0,0,4,0,1,1
1236,42372,1,5,7,0,0,0,0,1,0,1,1
414,49135,0,11,6,0,0,0,0,5,0,0,0
1469,47587,5,41,14,0,1,0,0,1,0,1,0
2787,5056,8,44,5,1,0,0,0,3,0,1,1
2447,45421,13,29,10,1,0,0,0,3,0,1,1
1904,33053,1,38,4,1,0,1,0,3,0,1,0
1937,6787,17,43,15,1,0,0,0,4,0,1,1
2357,5556,17,35,2,0,0,0,0,1,0,1,1
2637,6632,13,47,9,0,0,0,0,3,0,1,1
3224,8840,20,7,11,1,0,0,0,5,0,1,1
2292,46873,23,7,15,0,0,0,0,5,0,1,1
2704,884,22,10,0,0,1,0,0,3,0,1,1
2621,23355,17,14,7,1,1,0,1,4,0,1,0
1929,47383,10,19,12,0,0,0,1,5,0,1,1
2517,33115,14,38,8,0,1,0,0,5,0,1,0
3331,2186,0,32,9,0,0,0,0,3,0,1,1
3154,36435,9,44,11,0,0,0,0,4,0,1,1
2017,32196,21,5,5,0,0,0,0,4,0,1,1
3116,287,12,21,6,0,1,0,0,1,0,1,1
3316,45302,0,37,2,1,0,0,0,1,0,1,1
32,39145,13,19,1,1,0,0,0,2,0,1,1
1820,34007,0,3,4,0,0,0,0,4,0,0,1
2554,3726,10,37,4,1,0,0,0,2,0,1,1
404,45907,20,10,4,0,0,0,1,2,0,1,1
2853,5275,9,40,14,0,0,1,1,5,0,1,1
281,32160,3,4,9,0,0,0,0,1,0,1,1
311,25192,3,8,9,0,0,0,1,5,0,1,1
423,27558,20,11,1,0,0,0,0,4,0,0,1
3431,20413,12,4,7,1,0,0,0,2,1,1,0
3027,16777,1,39,3,0,0,0,1,4,1,1,1
768,49587,19,3,0,1,1,0,0,3,0,1,1
3029,16930,5,26,15,0,0,0,0,2,0,1,1
1700,36403,9,1,1,0,0,1,0,1,0,1,1
778,31200,18,37,9,0,0,0,0,4,0,1,1
3531,25518,4,50,14,0,0,0,0,2,0,1,1
2050,39936,2,38,1,0,0,0,0,1,0,1,1
1661,47219,17,17,2,0,1,0,0,3,0,1,1
3107,46444,15,46,14,1,0,0,1,1,0,1,0
444,5603,14,42,15,1,0,0,0,4,0,1,1
1471,33685,7,48,15,0,0,0,0,4,0,1,1
2252,20963,7,2,14,1,0,0,1,1,0,1,1
1754,32601,10,37,9,1,0,0,0,2,0,1,1
2796,5532,14,19,5,0,0,0,0,5,0,1,1
2149,46743,9,5,13,0,0,0,0,3,0,1,1
745,6270,10,27,14,0,0,0,0,3,0,1,1
1624,1490,9,17,8,1,0,1,0,3,0,0,0
1877,44314,1,27,13,1,0,0,0,2,0,1,0
539,38066,20,29,11,0,0,0,1,5,0,0,0
228,29627,1,28,3,0,0,0,0,5,0,1,1
3230,47190,10,24,9,0,0,0,0,1,0,0,0
1140,44254,11,44,15,0,0,0,1,5,0,1,1
274,38553,15,40,0,0,0,0,0,1,0,1,1
3197,16651,20,14,6,1,1,0,1,2,0,1,1
1675,10872,1,8,12,0,0,0,1,3,0,1,1
3591,2223,3,35,9,0,0,0,0,4,0,1,1
1556,22287,21,15,15,0,0,0,0,5,0,1,1
387,15914,7,38,10,0,0,0,0,1,0,1,1
37,44011,9,17,8,1,0,1,1,5,0,1,0
2338,16491,19,11,12,1,0,0,1,2,0,1,1
2373,3273,23,13,10,0,0,0,0,2,0,0,1
569,114,7,17,5,0,0,1,0,2,0,1,1
248,3978,1,36,8,1,0,0,0,1,0,1,1
1230,14439,21,46,3,0,0,0,0,5,0,1,1
78,46545,6,23,15,0,0,1,0,1,0,0,0
12,35204,3,41,15,0,0,0,1,4,0,1,0
3300,45391,17,3,11,1,0,0,0,5,0,1,1
188,31861,16,22,10,0,0,0,0,4,0,1,1
2131,1674,2,22,0,0,0,0,0,1,0,0,1
285,22912,0,1,15,1,0,0,0,5,0,1,1
3500,27010,23,24,8,0,0,0,0,3,0,1,1
3461,29930,2,14,9,0,0,0,0,3,0,1,1
293,31151,1,21,9,0,0,0,0,3,0,1,1
993,44403,7,2,11,0,0,0,0,4,0,1,1
3611,1502,1,1,4,1,0,0,1,1,0,1,1
161,25534,16,21,2,0,0,0,0,4,0,1,1
3462,32607,17,44,0,0,0,0,1,5,0,1,1
1630,37394,19,10,3,1,0,0,0,2,0,1,1
3306,156,3,6,13,0,0,1,1,1,0,1,1
2447,48601,15,27,10,0,1,0,0,1,0,1,0
2603,15669,19,19,9,0,0,0,0,4,0,1,1
3357,18943,16,43,0,1,0,0,0,2,0,1,1
1433,34696,13,7,15,0,0,0,0,1,0,1,1
2172,3943,4,41,6,0,0,0,0,2,0,1,1
2862,22045,21,44,15,0,0,0,1,1,1,1,0
3073,13562,5,13,7,1,0,0,0,2,0,1,1
1604,20871,23,5,3,0,0,0,1,5,0,1,1
3172,43707,13,19,11,0,0,1,0,5,0,1,1
1545,25662,14,33,1,1,0,0,0,3,0,1,1
421,36555,8,15,11,0,0,0,0,2,0,0,1
1796,29289,15,17,1,0,0,0,0,4,0,1,1
2314,32208,18,2,11,0,1,0,0,5,0,1,1
426,20087,19,45,14,0,0,0,0,3,0,1,1
2496,12147,20,42,5,0,0,0,0,1,0,0,1
1563,21054,12,22,2,1,1,1,0,2,0,1,0
1247,2355,22,3,7,0,0,0,0,2,0,1,1
878,10585,9,14,7,0,0,0,1,2,0,1,1
593,39576,18,23,6,1,1,1,1,4,0,1,0
3274,33216,12,23,11,0,0,0,0,2,0,1,1
1897,26095,22,11,2,0,0,0,0,4,0,1,1
2537,32415,22,33,3,1,0,0,0,2,0,1,1
3209,33203,21,10,8,1,0,0,0,4,0,1,1
793,2870,14,10,13,0,0,0,1,1,0,0,1
1407,19369,17,23,8,0,0,0,1,3,0,1,1
1703,33494,3,11,7,0,1,0,0,2,1,1,0
3506,6817,21,11,15,0,1,0,1,2,0,1,1
266,10306,11,12,14,0,0,0,1,1,0,1,1
393,45709,23,26,14,0,0,0,0,4,0,1,1
1475,6812,20,39,4,0,1,0,0,1,1,1,1
1941,27231,7,46,9,0,0,0,0,2,0,1,1
3457,29706,19,41,14,0,1,0,1,3,0,1,0
2634,25600,6,1,8,0,0,1,0,2,0,1,1
967,19975,21,1,15,0,1,0,0,1,0,1,1
2426,11274,20,28,7,1,0,1,1,5,0,1,0
2684,8639,4,33,8,0,0,0,0,4,0,1,1
1877,10713,23,21,9,0,1,0,0,1,0,1,1
179,9041,20,48,0,1,0,0,1,3,0,1,1
240,29603,23,21,7,0,0,0,1,5,0,1,1
1912,49982,23,43,2,0,0,0,0,3,0,0,1
1661,24945,12,15,14,0,0,0,0,2,0,1,1
2202,10135,15,38,13,0,0,0,0,2,0,1,1
1861,3049,9,21,7,1,0,0,0,5,1,1,0
1552,45838,23,43,15,0,0,1,0,3,0,1,0
1839,36452,12,27,2,0,0,0,1,5,0,0,0
1152,33682,16,35,8,1,0,0,1,3,0,1,0
3310,1721,19,5,11,0,0,1,0,1,0,1,1
1868,41893,14,43,14,1,0,0,0,2,0,1,1
1894,14877,9,12,4,1,0,0,0,1,0,1,1
2313,36840,3,13,10,0,1,0,1,2,0,1,0
80,44196,3,32,9,0,0,1,0,2,0,1,0
1060,33039,16,0,14,0,1,0,0,4,0,1,1
1063,30272,13,3,4,0,0,0,0,4,0,1,1
154,20751,17,37,9,0,0,1,1,4,0,1,0
602,29564,13,44,8,0,0,0,1,5,0,1,1
340,27919,22,39,2,0,1,0,1,2,0,1,1
1785,42880,10,37,0,0,0,1,0,3,0,1,1
1023,49839,2,28,10,1,0,0,0,5,0,1,0
2819,38318,6,38,2,1,0,0,0,1,0,1,1
1056,38223,18,30,0,0,0,0,0,4,0,1,1
1286,11423,8,30,15,0,0,0,0,3,0,1,1
2645,28789,11,27,3,1,0,1,0,4,0,1,1
2298,10653,4,24,5,0,0,1,0,5,0,1,1
3397,68,22,14,8,0,0,0,0,2,0,1,1
2034,49860,21,37,13,0,0,0,0,2,0,1,1
324,12116,9,12,6,0,1,0,1,5,0,1,1
910,36646,19,36,14,1,1,1,1,5,0,1,0
3140,18159,20,40,8,1,0,1,0,1,0,1,1
313,37119,8,12,9,0,0,0,0,4,0,1,1
1296,46603,9,40,3,0,0,0,0,1,0,1,1
369,8059,19,41,13,0,1,0,0,2,1,1,0
2846,18627,8,26,15,1,0,0,0,3,0,1,1
103,32061,1,20,9,0,0,0,0,2,0,1,1
2168,46469,1,2,14,0,0,0,0,3,0,1,1
2915,28645,22,19,0,1,0,0,0,4,0,1,1
2014,46085,5,9,5,1,0,0,1,1,0,1,1
1988,47010,13,2,13,0,0,0,1,4,0,1,1
180,22026,21,29,3,0,1,0,0,5,0,1,1
1169,29951,22,36,1,0,1,0,0,2,0,1,1
1992,27876,9,33,5,0,0,0,0,4,0,1,1
1279,42819,10,38,13,0,0,0,0,3,0,1,1
575,35617,8,22,13,0,0,0,0,1,0,1,1
477,3971,0,5,12,0,1,0,0,2,0,1,1
969,46633,9,21,12,1,0,0,0,2,0,1,1
2073,31816,19,17,4,0,0,0,0,4,0,0,1
3645,35520,5,9,5,0,0,0,0,4,0,1,1
1190,4628,18,31,1,0,0,0,0,1,0,1,1
624,3687,13,50,3,1,0,0,0,1,0,1,1
682,34540,5,42,3,0,1,0,0,2,1,1,0
1102,26960,16,14,5,1,0,0,0,3,0,1,1
3214,34183,1,6,10,0,0,1,0,3,0,1,1
1648,49480,11,36,12,1,0,0,0,1,0,1,1
3308,24848,5,1,2,0,0,0,0,5,1,1,1
1794,19963,15,25,3,0,0,0,0,4,0,1,1
3108,15736,13,30,0,0,1,0,1,4,0,1,1
505,41935,8,42,1,0,1,0,1,2,0,1,1
3329,33533,19,37,15,1,0,0,0,3,0,1,1
1352,2423,17,3,6,1,0,0,0,2,0,1,1
3490,25000,13,47,2,1,0,1,1,3,0,1,0
537,49974,7,31,11,0,1,1,0,1,0,1,0
2906,42132,22,40,0,0,1,0,0,5,0,1,1
1538,6009,3,21,9,0,0,0,1,5,1,1,0
592,39151,22,43,3,1,0,0,0,3,0,1,1
2493,16240,23,11,9,0,0,0,0,5,1,1,1
2205,4536,17,3,6,0,0,0,1,5,0,1,1
2721,18959,19,6,13,0,0,0,0,1,0,0,1
818,39149,15,6,9,0,0,1,0,2,0,1,1
1125,45161,21,3,2,0,0,0,0,3,0,1,1
1387,15227,23,37,13,0,1,0,1,1,0,1,1
707,10407,4,23,3,1,1,0,0,2,0,0,0
916,17200,3,37,13,1,0,0,0,4,0,1,1
1358,28372,19,20,11,0,0,0,0,4,0,1,1
2933,23046,5,37,6,0,0,1,0,3,0,1,0
1474,11639,5,49,7,0,0,1,1,5,0,1,0
2052,43202,23,25,5,1,1,0,0,2,0,1,1
1537,47271,12,13,10,1,0,0,0,5,0,1,1
790,47576,1,29,2,0,0,0,0,4,0,1,1
3159,16083,14,25,5,1,0,0,1,5,0,1,1
3588,1891,17,28,6,0,0,0,0,1,0,0,1
1258,44431,22,34,10,1,1,0,0,4,0,1,0
3357,25646,9,4,13,1,0,0,0,4,0,0,0
3214,42705,23,50,5,1,0,0,0,3,0,1,1
3188,6886,8,29,12,0,1,0,0,4,0,1,1
653,46555,2,28,13,0,0,0,1,2,0,1,0
2678,39227,15,16,3,0,0,0,0,5,0,1,1
217,804,19,50,5,0,0,0,0,5,0,1,1
147,49646,8,14,11,1,0,0,0,1,0,1,1
1195,25166,22,5,12,0,0,0,1,5,1,1,0
158,20619,3,12,5,0,0,1,0,2,0,1,1
738,25499,4,35,12,1,0,0,1,4,0,1,0
2912,7916,22,32,1,0,0,0,0,2,0,1,1
1981,38890,17,3,3,0,0,0,0,1,1,1,1
3559,36181,13,21,7,1,0,1,0,1,0,1,0
1000,19431,0,27,14,1,0,0,0,3,0,1,1
2718,2539,17,35,15,0,0,0,1,2,0,1,1
3258,5391,18,9,15,0,1,0,0,3,0,1,1
3245,41869,0,42,14,1,0,1,0,1,0,1,0
3099,6843,13,23,2,0,0,0,0,1,0,0,1
2052,22984,11,20,11,0,1,0,1,5,0,1,1
681,3859,22,32,9,1,0,0,0,2,0,1,1
3461,19055,5,25,2,1,0,0,0,5,0,1,1
908,7051,14,35,15,0,0,1,0,1,0,1,1
2591,38465,5,25,3,1,0,1,0,5,0,1,0
424,17127,8,5,8,0,0,0,0,3,1,1,1
3163,28709,12,43,0,1,0,0,0,1,0,1,1
628,32294,5,36,14,1,0,0,0,2,0,1,0
1111,17708,10,21,2,0,1,0,0,4,0,1,1
978,12708,20,6,15,0,0,0,0,2,0,1,1
2213,49790,8,25,11,0,0,1,0,2,0,1,0
2217,35402,12,17,3,1,0,0,0,2,1,1,1
469,36283,16,10,8,0,0,0,0,1,0,1,1
919,44095,9,46,8,0,0,0,0,3,0,1,1
1112,24488,18,34,15,1,1,0,1,5,0,1,0
896,36032,7,10,10,0,0,1,0,4,0,0,0
2083,15284,21,4,7,1,0,0,0,3,0,0,1
3357,1306,14,39,10,1,0,1,1,2,1,1,0
1410,34218,15,4,4,0,0,0,0,5,0,1,1
172,48869,22,19,0,0,0,0,0,5,0,1,1
1515,30934,6,42,8,1,0,1,1,3,0,1,0
3233,27734,14,34,3,0,0,0,0,2,0,1,1
1334,10849,14,24,10,0,0,0,0,4,0,1,1
635,47248,13,25,14,1,0,0,0,4,0,1,1
1033,4170,17,46,14,0,0,0,0,5,0,0,1
740,18391,9,38,11,0,1,0,0,3,0,1,1
1866,25263,21,20,3,1,0,1,0,4,0,1,1
1366,24951,14,33,15,0,1,0,0,5,0,1,0
142,1134,12,19,11,1,0,0,0,1,1,1,1
2365,15701,6,16,1,0,0,0,1,3,0,1,1
1396,1723,13,42,1,0,0,0,0,3,0,1,1
924,8608,7,7,9,0,0,1,0,3,0,1,1
1225,42669,5,13,12,0,0,0,0,4,0,0,0
1412,11156,23,41,4,0,0,0,1,4,0,1,1
1502,17578,7,40,2,0,1,0,0,1,1,1,1
2668,10087,16,50,6,0,0,0,0,5,0,0,1
3100,12542,11,40,5,0,0,0,0,4,0,1,1
3429,34437,21,38,11,0,0,0,1,1,0,1,1
1811,8997,22,42,8,0,0,0,1,2,0,1,1
42,35186,1,14,12,0,0,0,0,1,0,1,1
925,31969,18,26,15,0,0,0,0,4,0,0,0
3346,173,20,3,2,0,1,0,1,3,0,0,1
2942,15372,8,39,9,1,0,0,0,3,0,1,1
2629,19281,0,48,14,0,0,0,1,2,0,1,1
154,26126,13,17,4,0,0,0,0,5,0,1,1
795,18450,10,4,10,0,0,0,0,2,0,1,1
1527,2438,6,12,2,0,1,0,0,1,0,1,1
3173,26531,18,25,11,0,0,0,0,1,0,1,1
1248,8126,12,35,0,1,1,0,0,2,0,1,1
232,37254,16,29,10,1,0,0,0,5,0,1,1
2930,30621,9,28,3,0,0,0,1,4,0,1,1
2016,852,6,1,0,1,0,0,0,3,0,0,1
2461,7806,2,21,7,0,0,0,0,1,0,1,1
1520,19305,1,22,9,1,0,0,0,1,0,1,1
1453,27621,6,25,13,1,1,0,0,5,0,1,0
2026,3474,11,7,9,0,0,0,0,3,0,1,1
816,43408,9,37,0,0,0,0,0,2,0,1,1
3297,19812,5,50,0,0,0,1,0,2,0,1,1
479,40432,13,1,0,0,0,0,0,4,0,1,1
223,40034,5,11,2,0,0,0,1,3,0,1,1
1965,42794,3,17,9,1,0,0,0,5,0,1,1
1476,11608,7,29,14,0,0,0,0,3,0,1,1
2204,35380,19,12,13,1,1,0,0,4,0,1,1
3034,26762,16,18,12,0,1,1,0,5,0,1,0
2571,18325,22,46,12,0,0,1,0,3,0,1,1
906,32090,21,14,13,0,0,0,0,3,0,1,1
348,17289,18,17,4,1,0,1,0,1,0,0,1
2121,38031,12,5,3,0,0,0,0,5,0,1,1
1248,5697,16,38,5,1,0,0,0,1,0,1,1
3223,35231,11,24,3,0,0,0,0,1,0,1,1
2455,1247,20,43,11,0,0,0,1,2,0,1,1
1352,29719,15,5,6,0,1,0,0,5,0,1,1
3256,41502,20,26,1,1,0,0,0,3,1,1,0
2509,29409,1,2,14,0,0,0,1,4,0,1,1
1152,14240,6,49,12,0,0,1,0,5,0,1,1
1698,21805,19,43,12,0,0,0,0,5,0,1,1
2393,45013,17,19,0,0,0,1,0,2,0,1,1
2747,30729,7,15,8,1,0,0,0,1,0,1,1
2921,5713,23,37,1,0,0,1,0,4,0,1,1
3202,47853,15,34,6,0,0,0,0,4,1,1,0
3017,9641,10,21,1,1,0,0,1,1,0,1,1
722,15009,18,8,14,0,1,0,0,3,0,1,1
1084,34820,13,43,10,0,0,0,0,3,0,1,1
691,46539,23,12,7,0,0,0,0,5,0,1,1
2868,31808,6,34,6,0,0,1,0,1,0,0,0
2758,24219,3,18,5,0,0,0,1,3,0,1,1
3494,3355,5,31,10,0,0,0,0,1,0,1,1
18,17063,14,36,7,0,0,0,1,4,0,1,1
1265,40497,12,8,7,1,0,0,1,4,0,1,1
767,31766,19,21,12,0,1,0,0,3,0,1,0
30,18883,20,40,13,1,0,0,0,4,0,1,1
371,30124,17,17,8,0,0,0,0,2,0,1,1
355,17407,8,26,8,1,0,0,0,4,0,1,1
2544,19206,12,4,15,0,0,0,0,2,0,1,1
2100,40815,19,50,12,0,0,1,0,3,0,1,0
1898,29537,18,0,10,0,0,0,0,3,0,1,1
3234,37570,8,0,14,0,0,0,1,3,0,1,1
1746,705,7,43,12,0,0,0,0,4,0,1,1
1639,33322,16,20,14,0,0,0,0,3,1,0,0
3019,26609,19,35,4,0,0,0,0,3,0,1,1
416,41233,23,12,1,1,1,0,0,4,0,0,0
399,12760,6,30,8,0,0,0,0,4,0,1,1
1628,35177,18,25,13,0,0,0,0,1,0,1,1
2073,6477,0,13,5,1,0,1,0,2,0,1,1
1217,3388,6,41,5,1,1,0,0,5,0,1,1
1752,30926,14,36,15,1,0,1,1,3,0,1,0
1008,30171,9,49,2,0,0,1,0,1,0,1,1
3447,13465,0,23,3,0,0,0,1,2,0,1,1
74,11681,5,18,7,1,0,0,0,1,0,1,1
3340,10112,21,18,4,0,1,0,0,1,0,1,1
1685,36672,15,2,14,1,0,1,0,1,1,1,0
2450,15284,8,8,11,0,0,0,0,5,0,1,1
1785,36060,22,33,1,0,0,0,0,3,0,1,1
3035,46411,12,5,13,0,0,1,1,3,0,1,1
2293,28680,7,35,13,1,1,0,0,5,0,0,0
167,46017,0,28,11,0,0,0,0,5,0,0,0
1969,20502,17,7,9,0,0,0,0,3,0,1,1
1160,47585,7,11,12,0,0,0,0,1,0,1,1
3609,1968,22,42,6,0,0,0,0,2,0,1,1
637,8544,1,24,14,1,0,1,0,3,0,1,0
348,43853,7,11,10,0,1,0,0,4,0,1,1
1422,2134,12,28,7,1,0,0,0,4,0,1,1
921,20259,19,25,5,1,0,0,0,2,0,1,1
3606,34817,15,32,8,0,0,0,1,3,0,0,0
2700,21696,3,24,2,0,0,0,0,3,1,1,0
844,25573,9,0,2,0,0,0,0,1,0,1,1
2467,20806,15,7,7,0,1,0,0,3,0,1,1
3592,36963,19,48,7,0,0,0,0,5,0,1,1
2297,39240,20,34,2,0,0,0,0,5,0,0,1
1004,31782,20,5,7,0,0,0,0,2,0,0,1
869,42851,0,8,1,0,0,0,0,5,0,1,1
655,28996,0,15,3,0,1,0,1,1,0,1,1
2544,24687,4,50,14,0,1,0,0,3,0,1,0
120,23182,4,23,5,0,0,0,0,3,0,1,1
1675,18471,13,22,9,1,0,1,0,3,0,1,1
564,13499,16,8,7,1,0,0,1,1,0,1,1
1639,14040,14,11,0,0,0,1,1,4,1,1,1
1913,6729,17,27,2,0,0,0,0,5,0,1,1
3150,27671,0,16,11,0,0,0,0,4,0,1,1
178,36795,8,37,9,0,0,1,0,1,0,1,0
1787,304,4,17,4,0,1,0,0,3,0,1,1
2240,25210,21,1,6,0,0,0,1,4,0,1,1
2001,13736,21,40,15,0,0,0,1,4,0,1,1
1449,32761,3,13,10,0,0,0,0,2,0,1,1
2260,47002,6,20,1,1,0,0,1,1,0,1,1
3424,17472,15,34,11,0,1,0,0,4,0,0,0
3622,47225,11,21,5,0,0,1,0,4,0,0,0
1371,18561,5,25,9,1,0,0,0,4,0,0,0
2884,20392,8,27,7,0,0,0,1,5,0,1,1
284,2775,3,9,14,1,0,0,0,5,0,1,1
2917,45872,19,2,6,0,0,0,0,1,0,1,1
1078,11959,15,26,15,0,0,1,0,2,0,1,1
2083,41753,18,7,4,1,0,1,0,5,0,1,1
3164,42384,12,31,13,1,0,0,0,5,0,1,1
3633,41411,23,42,7,1,0,0,0,5,0,0,0
384,7900,7,11,2,1,0,0,0,5,0,1,1
2425,21078,1,41,15,0,0,0,0,3,0,1,1
1994,7122,3,33,4,1,0,0,0,1,0,0,1
1630,13785,9,24,11,1,1,0,0,5,0,1,1
